,text,Tweet_tokenized,sentiment
974,  noth,['noth'],neutral
975,php websit upgrad hell bank holiday  how  planning ,"['php', 'websit', 'upgrad', 'hell', 'bank', 'holiday', 'how', 'planning']",neutral
976,realli good night    miss littl girl   ,"['realli', 'good', 'night', 'miss', 'littl', 'girl']",negative
977,miss captain,"['miss', 'captain']",neutral
978,Im send mother  ,"['Im', 'send', 'mother']",neutral
979,oi  mock fact I dont cri tv things    feel bad xxx,"['oi', 'mock', 'fact', 'I', 'dont', 'cri', 'tv', 'things', 'feel', 'bad', 'xxx']",neutral
980,public can t get anyon follow,"['public', 'can', 't', 'get', 'anyon', 'follow']",neutral
981,until bring back everyon button  access PT    timelin link bottom settings ,"['until', 'bring', 'back', 'everyon', 'button', 'access', 'PT', 'timelin', 'link', 'bottom', 'settings']",neutral
982,boring  who talk to  lol        ,"['boring', 'who', 'talk', 'to', 'lol']",neutral
983,I know  right  I guess oldest doesn t hold rank field trip anymore ,"['I', 'know', 'right', 'I', 'guess', 'oldest', 'doesn', 't', 'hold', 'rank', 'field', 'trip', 'anymore']",neutral
984,sign up  so  hello twitter world  I,"['sign', 'up', 'so', 'hello', 'twitter', 'world', 'I']",neutral
985,I won t get rotf toy  till much later  tell anybodi isn t i worth getting ,"['I', 'won', 't', 'get', 'rotf', 'toy', 'till', 'much', 'later', 'tell', 'anybodi', 'isn', 't', 'i', 'worth', 'getting']",negative
986,head xbox go shop morrow,"['head', 'xbox', 'go', 'shop', 'morrow']",negative
987,I saw call cannot answer i m second hour phone convo mom won t stop talk,"['I', 'saw', 'call', 'cannot', 'answer', 'i', 'm', 'second', 'hour', 'phone', 'convo', 'mom', 'won', 't', 'stop', 'talk']",neutral
988,excited  ,['excited'],neutral
989,hmmm really    that  weird idk one sowwi,"['hmmm', 'really', 'that', 'weird', 'idk', 'one', 'sowwi']",neutral
990,oh look bore even bore exam saturday,"['oh', 'look', 'bore', 'even', 'bore', 'exam', 'saturday']",neutral
991,practic beast today  not go see julian tonight,"['practic', 'beast', 'today', 'not', 'go', 'see', 'julian', 'tonight']",positive
992,get somewher first  real  kiokudb catalyst app  yay,"['get', 'somewher', 'first', 'real', 'kiokudb', 'catalyst', 'app', 'yay']",neutral
993,thank though   tri positive   wine may help lol   wish I could make gigs     ,"['thank', 'though', 'tri', 'positive', 'wine', 'may', 'help', 'lol', 'wish', 'I', 'could', 'make', 'gigs']",positive
994,think niec got sicke lame ,"['think', 'niec', 'got', 'sicke', 'lame']",neutral
995,rise shine time get prettifide ,"['rise', 'shine', 'time', 'get', 'prettifide']",neutral
996,I tri sooooo hard work home today  fail not fault though ,"['I', 'tri', 'sooooo', 'hard', 'work', 'home', 'today', 'fail', 'not', 'fault', 'though']",neutral
997,gosh i v stinki old headache  mayb I lunchfast,"['gosh', 'i', 'v', 'stinki', 'old', 'headache', 'mayb', 'I', 'lunchfast']",negative
998,glenna bore glad beauti day  maci went swim kri play golf I sat home wait,"['glenna', 'bore', 'glad', 'beauti', 'day', 'maci', 'went', 'swim', 'kri', 'play', 'golf', 'I', 'sat', 'home', 'wait']",neutral
999,bout   drink imma head da hous,"['bout', 'drink', 'imma', 'head', 'da', 'hous']",neutral
1000,get suck true life  steve o documentari intense  love       it  nice see peopl get live back,"['get', 'suck', 'true', 'life', 'steve', 'o', 'documentari', 'intense', 'love', 'it', 'nice', 'see', 'peopl', 'get', 'live', 'back']",neutral
1001,I love life Ni night twitter  ,"['I', 'love', 'life', 'Ni', 'night', 'twitter']",neutral
1002,We knew meant ,"['We', 'knew', 'meant']",neutral
1003,succes follow tayla  ,"['succes', 'follow', 'tayla']",neutral
1004,new phrase  you never doubt mo williams  six game win streak ,"['new', 'phrase', 'you', 'never', 'doubt', 'mo', 'williams', 'six', 'game', 'win', 'streak']",negative
1005,have fun tomorrow night  I think fun bar art gallery  wish I could,"['have', 'fun', 'tomorrow', 'night', 'I', 'think', 'fun', 'bar', 'art', 'gallery', 'wish', 'I', 'could']",neutral
1006,th    plea not  mayb she ll get  attempt win tomorrow  ,"['th', 'plea', 'not', 'mayb', 'she', 'll', 'get', 'attempt', 'win', 'tomorrow']",neutral
1007,tri learn tweet   it  good I hope  ,"['tri', 'learn', 'tweet', 'it', 'good', 'I', 'hope']",neutral
1008,bleargh  I never clean much hous I want work  matter earli I wake up  today  sink  laundry ,"['bleargh', 'I', 'never', 'clean', 'much', 'hous', 'I', 'want', 'work', 'matter', 'earli', 'I', 'wake', 'up', 'today', 'sink', 'laundry']",neutral
1009,great  social network site still grow,"['great', 'social', 'network', 'site', 'still', 'grow']",neutral
1010,If I got paid hour I could retir xbox live  I think rock band,"['If', 'I', 'got', 'paid', 'hour', 'I', 'could', 'retir', 'xbox', 'live', 'I', 'think', 'rock', 'band']",negative
1011,I learn walk day  sprint sprinkler without stretching ,"['I', 'learn', 'walk', 'day', 'sprint', 'sprinkler', 'without', 'stretching']",neutral
1012,so   i half asleep I wrote previou message  greatest friend   haha you are  ,"['so', 'i', 'half', 'asleep', 'I', 'wrote', 'previou', 'message', 'greatest', 'friend', 'haha', 'you', 'are']",neutral
1013,i m still tri see star trek  i ll woman go alone  BF pretti much worthless anyway lol,"['i', 'm', 'still', 'tri', 'see', 'star', 'trek', 'i', 'll', 'woman', 'go', 'alone', 'BF', 'pretti', 'much', 'worthless', 'anyway', 'lol']",negative
1014,law chang  s  I could realli push bcaus gran bathgate  US citizen b dad born ,"['law', 'chang', 's', 'I', 'could', 'realli', 'push', 'bcaus', 'gran', 'bathgate', 'US', 'citizen', 'b', 'dad', 'born']",neutral
1015,new follow pretti cool tweeps  check  em out ,"['new', 'follow', 'pretti', 'cool', 'tweeps', 'check', 'em', 'out']",neutral
1016,work today  went shopping  relax  learn toefl,"['work', 'today', 'went', 'shopping', 'relax', 'learn', 'toefl']",neutral
1017,Is watch arsen v chelsea today,"['Is', 'watch', 'arsen', 'v', 'chelsea', 'today']",neutral
1018,he  get ear tube hour food,"['he', 'get', 'ear', 'tube', 'hour', 'food']",neutral
1019,yay asap lol awwh I miss friday night happi hour even luna del sea  boy  hahahaha,"['yay', 'asap', 'lol', 'awwh', 'I', 'miss', 'friday', 'night', 'happi', 'hour', 'even', 'luna', 'del', 'sea', 'boy', 'hahahaha']",neutral
1020,left base loaded   ,"['left', 'base', 'loaded']",neutral
1021,cowboy westerns   haven t seen while  good luck,"['cowboy', 'westerns', 'haven', 't', 'seen', 'while', 'good', 'luck']",positive
1022,it  alreadi over       ,"['it', 'alreadi', 'over']",neutral
1023,I tri back document wasn t play along  take forev back,"['I', 'tri', 'back', 'document', 'wasn', 't', 'play', 'along', 'take', 'forev', 'back']",neutral
1024,do test shoot later afternoon  did I mention holland indi wine festiv week  My tongu red ,"['do', 'test', 'shoot', 'later', 'afternoon', 'did', 'I', 'mention', 'holland', 'indi', 'wine', 'festiv', 'week', 'My', 'tongu', 'red']",neutral
1025,My dad know got drunk today  and didnt get trouble ,"['My', 'dad', 'know', 'got', 'drunk', 'today', 'and', 'didnt', 'get', 'trouble']",neutral
1026,i ll excus love cav west  even though I don t share it ,"['i', 'll', 'excus', 'love', 'cav', 'west', 'even', 'though', 'I', 'don', 't', 'share', 'it']",neutral
1027,lol   I could try  serious tho  dont it  that sucks      ,"['lol', 'I', 'could', 'try', 'serious', 'tho', 'dont', 'it', 'that', 'sucks']",neutral
1028,     wanna see rest   saw like  minut,"['wanna', 'see', 'rest', 'saw', 'like', 'minut']",neutral
1029,happi mother day mom    love you ,"['happi', 'mother', 'day', 'mom', 'love', 'you']",neutral
1030,burn cd s               outa blank disc ,"['burn', 'cd', 's', 'outa', 'blank', 'disc']",neutral
1031,new album truli genius  happi,"['new', 'album', 'truli', 'genius', 'happi']",neutral
1032,you r alive       Go w  the notebook   it l make cri stuff,"['you', 'r', 'alive', 'Go', 'w', 'the', 'notebook', 'it', 'l', 'make', 'cri', 'stuff']",neutral
1033,okaii cool  I can t wait for the seri To begin it  guna Be awesom x,"['okaii', 'cool', 'I', 'can', 't', 'wait', 'for', 'the', 'seri', 'To', 'begin', 'it', 'guna', 'Be', 'awesom', 'x']",neutral
1034,cri A walk To rememb usual,"['cri', 'A', 'walk', 'To', 'rememb', 'usual']",neutral
1035,hav  follow  ,"['hav', 'follow']",neutral
1036,happi star war day everyon celebr family    ok we r celebr go round famo s   ,"['happi', 'star', 'war', 'day', 'everyon', 'celebr', 'family', 'ok', 'we', 'r', 'celebr', 'go', 'round', 'famo', 's']",negative
1037,I also certain CD camp certain somebodi gave me    yeah  there  guy video that  realli frickin hot ,"['I', 'also', 'certain', 'CD', 'camp', 'certain', 'somebodi', 'gave', 'me', 'yeah', 'there', 'guy', 'video', 'that', 'realli', 'frickin', 'hot']",neutral
1038,it  mother  day,"['it', 'mother', 'day']",negative
1039,yay birthday sadli voic almost gone    pretti good night ,"['yay', 'birthday', 'sadli', 'voic', 'almost', 'gone', 'pretti', 'good', 'night']",neutral
1040,final hit   friends  thanks ,"['final', 'hit', 'friends', 'thanks']",neutral
1041,i m part religion call people with good taste in music  We don t celebr jona brother day ,"['i', 'm', 'part', 'religion', 'call', 'people', 'with', 'good', 'taste', 'in', 'music', 'We', 'don', 't', 'celebr', 'jona', 'brother', 'day']",neutral
1042,i m work    bor mind ,"['i', 'm', 'work', 'bor', 'mind']",neutral
1043,watch notebook,"['watch', 'notebook']",neutral
1044,ye tax disguis book fee commiss onlin travel portal charge  tri ixigo com next time,"['ye', 'tax', 'disguis', 'book', 'fee', 'commiss', 'onlin', 'travel', 'portal', 'charge', 'tri', 'ixigo', 'com', 'next', 'time']",neutral
1045,twitter gettin lil bit confusin    twitterific twitdroid twitterberry  underst txt bit tho lol ah well  twitter cool anyway,"['twitter', 'gettin', 'lil', 'bit', 'confusin', 'twitterific', 'twitdroid', 'twitterberry', 'underst', 'txt', 'bit', 'tho', 'lol', 'ah', 'well', 'twitter', 'cool', 'anyway']",neutral
1046,final sleep time,"['final', 'sleep', 'time']",neutral
1047,   best kind gum ever  I bought pack,"['best', 'kind', 'gum', 'ever', 'I', 'bought', 'pack']",neutral
1048,the heater blew,"['the', 'heater', 'blew']",neutral
1049,tried  fail,"['tried', 'fail']",neutral
1050,finish mine  part remark difficult cram kanji now ,"['finish', 'mine', 'part', 'remark', 'difficult', 'cram', 'kanji', 'now']",neutral
1051,everyon tweet britain got talent   feel left,"['everyon', 'tweet', 'britain', 'got', 'talent', 'feel', 'left']",neutral
1052,yay mother day love mi madr,"['yay', 'mother', 'day', 'love', 'mi', 'madr']",positive
1053,they wouldn t revers overdraft fees ,"['they', 'wouldn', 't', 'revers', 'overdraft', 'fees']",neutral
1054, nne i m good day,"['nne', 'i', 'm', 'good', 'day']",neutral
1055,miss soulja boy dance   ,"['miss', 'soulja', 'boy', 'dance']",neutral
1056,I woke came realiz I put much I want  I need  drop friends  dammit ,"['I', 'woke', 'came', 'realiz', 'I', 'put', 'much', 'I', 'want', 'I', 'need', 'drop', 'friends', 'dammit']",negative
1057, day left freedom  I realli want get weekend  I hate essays ,"['day', 'left', 'freedom', 'I', 'realli', 'want', 'get', 'weekend', 'I', 'hate', 'essays']",neutral
1058,lol guy awesom,"['lol', 'guy', 'awesom']",neutral
1059,home  good night world,"['home', 'good', 'night', 'world']",neutral
1060,   awww  realli cute,"['awww', 'realli', 'cute']",neutral
1061,got alot runnin around today get job app complet file    glad got job  ,"['got', 'alot', 'runnin', 'around', 'today', 'get', 'job', 'app', 'complet', 'file', 'glad', 'got', 'job']",neutral
1062,lappi charger complet dead    conserv what  left batteri afford buy new one,"['lappi', 'charger', 'complet', 'dead', 'conserv', 'what', 'left', 'batteri', 'afford', 'buy', 'new', 'one']",neutral
1063,well  must say lucki you  guess mean chillin concert huh,"['well', 'must', 'say', 'lucki', 'you', 'guess', 'mean', 'chillin', 'concert', 'huh']",neutral
1064,happi mother  day mom  around world  I love mine anyth world can t wait celebrate  woo ,"['happi', 'mother', 'day', 'mom', 'around', 'world', 'I', 'love', 'mine', 'anyth', 'world', 'can', 't', 'wait', 'celebrate', 'woo']",neutral
1065,I put real pic up  i m go miss avatar ,"['I', 'put', 'real', 'pic', 'up', 'i', 'm', 'go', 'miss', 'avatar']",neutral
1066,folio work keep get distract deb pic,"['folio', 'work', 'keep', 'get', 'distract', 'deb', 'pic']",neutral
1067,sad border guerrilla garden book otherwis love relax day,"['sad', 'border', 'guerrilla', 'garden', 'book', 'otherwis', 'love', 'relax', 'day']",neutral
1068,I can t sleep  I can t find grandmother  quilt locket  i m sick caus I may lost somehow  Or stolen,"['I', 'can', 't', 'sleep', 'I', 'can', 't', 'find', 'grandmother', 'quilt', 'locket', 'i', 'm', 'sick', 'caus', 'I', 'may', 'lost', 'somehow', 'Or', 'stolen']",neutral
1069,had take bad      dog pet hotel    so sad,"['had', 'take', 'bad', 'dog', 'pet', 'hotel', 'so', 'sad']",neutral
1070,hit sheets ,"['hit', 'sheets']",neutral
1071,I wish ipod   need jona   I miss sexi voic JB forev  ,"['I', 'wish', 'ipod', 'need', 'jona', 'I', 'miss', 'sexi', 'voic', 'JB', 'forev']",neutral
1072,watch gilmor girl reruns   don t know el day,"['watch', 'gilmor', 'girl', 'reruns', 'don', 't', 'know', 'el', 'day']",positive
1073,wow  hot miserable  peopl probabl kill right now   ,"['wow', 'hot', 'miserable', 'peopl', 'probabl', 'kill', 'right', 'now']",neutral
1074,thank mama   I absolut ador,"['thank', 'mama', 'I', 'absolut', 'ador']",neutral
1075,ohh snapp  fun,"['ohh', 'snapp', 'fun']",negative
1076,sit wait exam start,"['sit', 'wait', 'exam', 'start']",positive
1077,I don t think i v ever tri peanut butter toast,"['I', 'don', 't', 'think', 'i', 'v', 'ever', 'tri', 'peanut', 'butter', 'toast']",neutral
1078,would he  premier avatar footag can t then  also  better hang out ,"['would', 'he', 'premier', 'avatar', 'footag', 'can', 't', 'then', 'also', 'better', 'hang', 'out']",neutral
1079,home chelsea  jam session       chelsea   abbi   I luh you ,"['home', 'chelsea', 'jam', 'session', 'chelsea', 'abbi', 'I', 'luh', 'you']",neutral
1080,we ll visit grandpar later  btw heard kati perry  hook UP whew cool love k clarkson  version,"['we', 'll', 'visit', 'grandpar', 'later', 'btw', 'heard', 'kati', 'perry', 'hook', 'UP', 'whew', 'cool', 'love', 'k', 'clarkson', 'version']",neutral
1081,sweet    haha  I like super proud new mom    I feel like  got perfect daughter  and great mom   ,"['sweet', 'haha', 'I', 'like', 'super', 'proud', 'new', 'mom', 'I', 'feel', 'like', 'got', 'perfect', 'daughter', 'and', 'great', 'mom']",neutral
1082,gosh im bored  early  n wanna go  to sleeeepp work   kay  ,"['gosh', 'im', 'bored', 'early', 'n', 'wanna', 'go', 'to', 'sleeeepp', 'work', 'kay']",neutral
1083,i m sure she ll fine  they r daft look  sometime ,"['i', 'm', 'sure', 'she', 'll', 'fine', 'they', 'r', 'daft', 'look', 'sometime']",neutral
1084,ha  i d give kristen plenti free hugs   sigh  I could,"['ha', 'i', 'd', 'give', 'kristen', 'plenti', 'free', 'hugs', 'sigh', 'I', 'could']",neutral
1085,and  yes  I   mac  weren t expens,"['and', 'yes', 'I', 'mac', 'weren', 't', 'expens']",neutral
1086,I hate cottag cheese  I even got fanci stuff last weekend lemon berries   i could eat half it ,"['I', 'hate', 'cottag', 'cheese', 'I', 'even', 'got', 'fanci', 'stuff', 'last', 'weekend', 'lemon', 'berries', 'i', 'could', 'eat', 'half', 'it']",neutral
1087,link isn t work,"['link', 'isn', 't', 'work']",neutral
1088,I need go bank,"['I', 'need', 'go', 'bank']",neutral
1089,come estonia  I know epic hors here  hehe  good trainer good beach ride ,"['come', 'estonia', 'I', 'know', 'epic', 'hors', 'here', 'hehe', 'good', 'trainer', 'good', 'beach', 'ride']",negative
1090, jonas wow they r total amaz they r awesom,"['jonas', 'wow', 'they', 'r', 'total', 'amaz', 'they', 'r', 'awesom']",positive
1091,just got laid stupid economy ,"['just', 'got', 'laid', 'stupid', 'economy']",neutral
1092,   My plan ruin,"['My', 'plan', 'ruin']",negative
1093,noth better grandaught smile noth feel better big hug   grandkids  hoot ,"['noth', 'better', 'grandaught', 'smile', 'noth', 'feel', 'better', 'big', 'hug', 'grandkids', 'hoot']",neutral
1094, wake Up darling ,"['wake', 'Up', 'darling']",neutral
1095,oh I know  I aprreci back plan,"['oh', 'I', 'know', 'I', 'aprreci', 'back', 'plan']",neutral
1096,yes  I would love cowbell ,"['yes', 'I', 'would', 'love', 'cowbell']",negative
1097,umm don t ya mean ship,"['umm', 'don', 't', 'ya', 'mean', 'ship']",neutral
1098,realli wanna go australia england ,"['realli', 'wanna', 'go', 'australia', 'england']",positive
1099,I slept entir flight  woke fact girl besid watch chitti chitti bang bang ,"['I', 'slept', 'entir', 'flight', 'woke', 'fact', 'girl', 'besid', 'watch', 'chitti', 'chitti', 'bang', 'bang']",neutral
1100,gym sesh ,"['gym', 'sesh']",neutral
